C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_1.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_2.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_3.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_4.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_5.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_6.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_7.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_8.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_9.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_10.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_11.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_12.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_13.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_14.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_15.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_16.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_17.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_18.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_19.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_20.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_21.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_22.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_23.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_24.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_25.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_26.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_27.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_28.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_29.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_30.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_31.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_32.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_33.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_34.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_35.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_36.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_37.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_38.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_39.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_40.jpeg,가
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_41.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_42.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_43.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_44.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_45.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_46.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_47.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_48.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_49.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_50.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_51.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_52.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_53.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_54.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_55.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_56.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_57.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_58.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_59.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_60.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_61.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_62.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_63.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_64.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_65.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_66.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_67.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_68.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_69.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_70.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_71.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_72.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_73.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_74.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_75.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_76.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_77.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_78.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_79.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_80.jpeg,각
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_81.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_82.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_83.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_84.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_85.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_86.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_87.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_88.jpeg,간
C:\Users\sslab\Projects\PycharmProjects\tensorflow-hangul-recognition\tools\../image-data\hangul-images\hangul_89.jpeg,간
